answer_id,assort_s,assort_is,baseline
256447,"Lazy loaded objects are subclasses If your objects are persisted using an ORM, in many cases you will be dealing with dynamic proxies to avoid loading object too early from the data store. These proxies are implemented as subclasses of your own class. This means thatthis.getClass() == o.getClass() will return false. A pattern I often use is ","Lazy loaded objects are subclasses If your objects are persisted using an ORM, in many cases you will be dealing with dynamic proxies to avoid loading object too early from the data store. These proxies are implemented as subclasses of your own class. This means thatthis.getClass() == o.getClass() will return false. Lazy loaded objects have null-fields ORMs usually use the getters to force loading of lazy loaded objects. hashCode() should use the non-changing subset of properties from equals() ","Lazy loaded objects are subclasses If your objects are persisted using an ORM, in many cases you will be dealing with dynamic proxies to avoid loading object too early from the data store. These proxies are implemented as subclasses of your own class. This means thatthis.getClass() == o.getClass() will return false. For example: If you're dealing with an ORM, using o instanceof Person is the only thing that will behave correctly. A pattern I often use is In my Person example, I probably would use getName() for hashCode and getId() plus getName() (just for paranoia) for equals(). "
1255015,"const_cast(expression) The const_cast&lt;>() is used to add/remove  const(ness) (or volatile-ness) of a variable. static_cast(expression) The static_cast&lt;>() is used to cast between  the integer types. Static cast is also used to cast pointers to related types, for  example casting void* to the appropriate type. Dynamic cast is used to convert pointers and references at run-time,  generally for the purpose of casting a pointer or reference up or down  an inheritance chain (inheritance hierarchy). Dynamic cast works  only when the type of object to which the expression refers is  compatible with the target type and the base class has at least one  virtual member function. ","const_cast(expression) The const_cast&lt;>() is used to add/remove  const(ness) (or volatile-ness) of a variable. static_cast(expression) The static_cast&lt;>() is used to cast between  the integer types. Static cast is also used to cast pointers to related types, for  example casting void* to the appropriate type. Dynamic cast is used to convert pointers and references at run-time,  generally for the purpose of casting a pointer or reference up or down  an inheritance chain (inheritance hierarchy). reinterpret_cast Reinterpret cast simply casts one type bitwise to another. For instance, with reinterpret cast one  might, unsafely, cast an integer pointer to a string pointer. ","const_cast(expression) The const_cast&lt;>() is used to add/remove  const(ness) (or volatile-ness) of a variable. static_cast(expression) The static_cast&lt;>() is used to cast between  the integer types. Static cast is also used to cast pointers to related types, for  example casting void* to the appropriate type. Dynamic cast is used to convert pointers and references at run-time,  generally for the purpose of casting a pointer or reference up or down  an inheritance chain (inheritance hierarchy). dynamic_cast(expression) Dynamic cast works  only when the type of object to which the expression refers is  compatible with the target type and the base class has at least one  virtual member function. When it doesn't fail, dynamic  cast returns a pointer or reference of the target type to the object  to which expression referred. Any pointer  or integral type can be casted to any other with reinterpret cast,  easily allowing for misuse. "
2180920,"static_cast is used for cases where you basically want to reverse an implicit conversion, with a few restrictions and additions. static_cast performs no runtime checks. dynamic_cast A C-style cast is basically identical to trying out a range of sequences of C++ casts, and taking the first C++ cast that works, without ever considering dynamic_cast. ","static_cast static_cast is used for cases where you basically want to reverse an implicit conversion, with a few restrictions and additions. static_cast performs no runtime checks. For example, the following code is not valid, because Base doesn't contain any virtual function: A C-style cast is basically identical to trying out a range of sequences of C++ casts, and taking the first C++ cast that works, without ever considering dynamic_cast. Needless to say, this is much more powerful as it combines all of const_cast, static_cast and reinterpret_cast, but it's also unsafe, because it does not use dynamic_cast. ","static_cast static_cast is used for cases where you basically want to reverse an implicit conversion, with a few restrictions and additions. static_cast performs no runtime checks. This should be used if you know that you refer to an object of a specific type, and thus a check would be unnecessary. In this example, you know that you passed a MyClass object, and thus there isn't any need for a runtime check to ensure this. These casts are also called C-style cast. A C-style cast is basically identical to trying out a range of sequences of C++ casts, and taking the first C++ cast that works, without ever considering dynamic_cast. "
1177529,"Strictly, method a is the least resource intensive: Proven less CPU intensive for same total duration a million rows by some one with way too much time on their hands: Most efficient way in SQL Server to get date from date+time? I prefer the DATEADD/DATEDIFF because: varchar is subject to language/dateformat issues float relies on internal storage it extends to work out first day of month, tomorrow etc by changing ""0"" base For SQL Server 2008+, you can CAST to date. Or just use date so no time to remove. Do not use this in WHERE clauses and the like without thinking: adding a function or CAST to a column invalidates index usage. ","Strictly, method a is the least resource intensive: Proven less CPU intensive for same total duration a million rows by some one with way too much time on their hands: Most efficient way in SQL Server to get date from date+time? I prefer the DATEADD/DATEDIFF because: varchar is subject to language/dateformat issues float relies on internal storage it extends to work out first day of month, tomorrow etc by changing ""0"" base Edit, Oct 2011 For SQL Server 2008+, you can CAST to date. Or just use date so no time to remove. See number 2 here: http://www.simple-talk.com/sql/t-sql-programming/ten-common-sql-programming-mistakes/ Now, this does have an example of later SQL Server optimiser versions managing CAST to date correctly, but generally it will be a bad idea ... ","Strictly, method a is the least resource intensive: Proven less CPU intensive for same total duration a million rows by some one with way too much time on their hands: Most efficient way in SQL Server to get date from date+time? I prefer the DATEADD/DATEDIFF because: varchar is subject to language/dateformat issues Example: Why is my CASE expression non-deterministic? float relies on internal storage it extends to work out first day of month, tomorrow etc by changing ""0"" base Edit, Oct 2011 For SQL Server 2008+, you can CAST to date. Or just use date so no time to remove. Edit, Jan 2012 Now, this does have an example of later SQL Server optimiser versions managing CAST to date correctly, but generally it will be a bad idea ... "
1878983,"For tab characters that appear 4-spaces-wide: Finally, if you want an indent to correspond to a single tab, you should also use: For indents that consist of 4 space characters but are entered with the tab key: To make the above settings permanent addthese lines to your vimrc. ","For tab characters that appear 4-spaces-wide: For indents that consist of 4 space characters but are entered with the tab key: To make the above settings permanent addthese lines to your vimrc. In case you need to make adjustments, or would simply like to understand what these options all mean, here's a breakdown of what each option means: The size of an ""indent"". Setting this to a non-zero value other than tabstop will make the tab key (in insert mode)   insert a combination of spaces (and possibly tabs) to simulate tab stops at this width. ","Do you want actual tab characters in your file to appear 4 spaces wide, or by ""tab"" do you actually mean an indent, generated by pressing the tab key, which would result in the file literally containing (up to) 4 space characters for each ""tab"" you type? Depending on your answer, one of the following sets ofsettings should work for you: For tab characters that appear 4-spaces-wide: For indents that consist of 4 space characters but are entered with the tab key: To make the above settings permanent addthese lines to your vimrc. In case you need to make adjustments, or would simply like to understand what these options all mean, here's a breakdown of what each option means: Enabling this will make the tab key (in insert mode) insert spaces or tabs to  go to the next indent  of the next tabstop when the cursor is at the beginning of a line (i.e. "
2641374,There's no built-in ability to break in forEach. To interrupt execution you would have to throw an exception of some sort. if (e !== BreakException) throw e; A traditional for loop might be more appropriate if you really need to break inside it. ,"There's no built-in ability to break in forEach. To interrupt execution you would have to throw an exception of some sort. if (e !== BreakException) throw e; A traditional for loop might be more appropriate if you really need to break inside it. return el === 2; This works because some returns true as soon as any of the callbacks, executed in array order, return true, short-circuiting the execution of the rest. ","There's no built-in ability to break in forEach. To interrupt execution you would have to throw an exception of some sort. } catch (e) { JavaScript exceptions aren't terribly pretty. A traditional for loop might be more appropriate if you really need to break inside it. [1, 2, 3].some(function(el) { This works because some returns true as soon as any of the callbacks, executed in array order, return true, short-circuiting the execution of the rest. "
2895603,If 'they' are using a self-signed certificate it is up to them to take the steps required to make their server usable. You then import that into your truststore using the keytool as described in the JSSE Reference Guide. Don't even think about the insecure TrustManager posted here. ,"If 'they' are using a self-signed certificate it is up to them to take the steps required to make their server usable. You then import that into your truststore using the keytool as described in the JSSE Reference Guide. Don't even think about the insecure TrustManager posted here. It is certainly obvious to every security-aware organization I have ever worked for, from banks with thousands of branches to my own companies. It is just playing at security. ","If 'they' are using a self-signed certificate it is up to them to take the steps required to make their server usable. You then import that into your truststore using the keytool as described in the JSSE Reference Guide. EDIT For the benefit of the seventeen (!) You are having a private, tamperproof, reply-proof, injection-proof conversation with ... somebody. A man in the middle. An impersonator. "
1997397,"&lt;div class=""parent""&gt; Create a relative div that is placed in the flow of the page; place the base image first as relative so that the div knows how big it should be; place the overlays as absolutes relative to the upper left of the first image. ",top: 0; .image2 { As the simplest solution. Create a relative div that is placed in the flow of the page; place the base image first as relative so that the div knows how big it should be; place the overlays as absolutes relative to the upper left of the first image. ,.parent { position: relative; top: 0; position: relative; Create a relative div that is placed in the flow of the page; place the base image first as relative so that the div knows how big it should be; place the overlays as absolutes relative to the upper left of the first image. 
4221845,"Here's how to use generics to get an array of precisely the type youÃ©ÂÂ¥Ã¦ÂªÂe looking for while preserving type safety (as opposed to the other answers, which will either give you back an Object array or result in warnings at compile time): It works by using class literals as runtime type tokens, as discussed in the Java Tutorials. Class literals are treated by the compiler as instances of java.lang.Class. To use one, simply follow the name of a class with .class. This also works for interfaces, enums, any-dimensional arrays (e.g. Note that you won't be able to get an array of primitives, since primitives can't be used for type variables. Calling the static method newInstance in java.lang.reflect.Array returns as an Object an array of the type represented by the Class object passed as the first argument and of the length specified by the int passed as the second argument. Calling the method getComponentType returns a Class object representing the component type of the array represented by the Class object on which the method was called (e.g. Calling String[].class.getComponentType() returns a Class object representing the class String, but its type is Class&lt;?&gt;, not Class&lt;String&gt;, which is why you can't do something like the following. ","Here's how to use generics to get an array of precisely the type youÃ©ÂÂ¥Ã¦ÂªÂe looking for while preserving type safety (as opposed to the other answers, which will either give you back an Object array or result in warnings at compile time): That compiles without warnings, and as you can see in main, for whatever type you declare an instance of GenSet as, you can assign a to an array of that type, and you can assign an element from a to a variable of that type, meaning that the array and the values in the array are of the correct type. It works by using class literals as runtime type tokens, as discussed in the Java Tutorials. To use one, simply follow the name of a class with .class. This also works for interfaces, enums, any-dimensional arrays (e.g. void.class). Class itself is generic (declared as Class&lt;T&gt;, where T stands for the type that the Class object is representing), meaning that the type of String.class is Class&lt;String&gt;. Note that you won't be able to get an array of primitives, since primitives can't be used for type variables. Calling the static method newInstance in java.lang.reflect.Array returns as an Object an array of the type represented by the Class object passed as the first argument and of the length specified by the int passed as the second argument. Calling the method getComponentType returns a Class object representing the component type of the array represented by the Class object on which the method was called (e.g. Calling String[].class.getComponentType() returns a Class object representing the class String, but its type is Class&lt;?&gt;, not Class&lt;String&gt;, which is why you can't do something like the following. ","Here's how to use generics to get an array of precisely the type youÃ©ÂÂ¥Ã¦ÂªÂe looking for while preserving type safety (as opposed to the other answers, which will either give you back an Object array or result in warnings at compile time): It works by using class literals as runtime type tokens, as discussed in the Java Tutorials. To use one, simply follow the name of a class with .class. So, String.class acts as a Class object representing the class String. This also works for interfaces, enums, any-dimensional arrays (e.g. Class itself is generic (declared as Class&lt;T&gt;, where T stands for the type that the Class object is representing), meaning that the type of String.class is Class&lt;String&gt;. So, whenever you call the constructor for GenSet, you pass in a class literal for the first argument representing an array of the GenSet instance's declared type (e.g. Note that you won't be able to get an array of primitives, since primitives can't be used for type variables. Inside the constructor, calling the method cast returns the passed Object argument cast to the class represented by the Class object on which the method was called. Calling the static method newInstance in java.lang.reflect.Array returns as an Object an array of the type represented by the Class object passed as the first argument and of the length specified by the int passed as the second argument. Calling the method getComponentType returns a Class object representing the component type of the array represented by the Class object on which the method was called (e.g. Calling String[].class.getComponentType() returns a Class object representing the class String, but its type is Class&lt;?&gt;, not Class&lt;String&gt;, which is why you can't do something like the following. "
872522,"HTML / HTTP is stateless, in other words, what you did / saw on the previous page, is completely unconnected with the current page. Except if you use something like sessions, cookies or GET / POST variables. Sessions and cookies are quite easy to use, with session being by far more secure than cookies. Cookie: You can add the variable in the link to the next page: This will create a GET variable. Another way is to include a hidden field in a form that submits to page two: And then on page two: Just change the method for the form to post if you want to do it via post. ","HTML / HTTP is stateless, in other words, what you did / saw on the previous page, is completely unconnected with the current page. Except if you use something like sessions, cookies or GET / POST variables. Sessions and cookies are quite easy to use, with session being by far more secure than cookies. You can add the variable in the link to the next page: This will create a GET variable. Another way is to include a hidden field in a form that submits to page two: And then on page two: Just change the method for the form to post if you want to do it via post. Both are equally insecure, although GET is easier to hack. The fact that each new request is, except for session data, a totally new instance of the script caught me when I first started coding in PHP. Once you get used to it, it's quite simple though. ","HTML / HTTP is stateless, in other words, what you did / saw on the previous page, is completely unconnected with the current page. Except if you use something like sessions, cookies or GET / POST variables. Sessions and cookies are quite easy to use, with session being by far more secure than cookies. More secure, but not completely secure. Remember to run the session_start(); statement on both these pages before you try to access the $_SESSION array, and also before any output is sent to the browser. GET and POST You can add the variable in the link to the next page: This will create a GET variable. Another way is to include a hidden field in a form that submits to page two: And then on page two: Just change the method for the form to post if you want to do it via post. Both are equally insecure, although GET is easier to hack. "
1022952,"Fields HEIGHT and WIDTH are inhereted from ImageObserver BIGBLOCK If width and height represent state of the frame, then you could refactorize them to fields, and write getters for them. Then, you could create a Constructor that receives both values as parameters BIGBLOCK If widht and height are going to be constant (after created) then you should use the final modifier. Also, the variables i use in  DrawCircle, should I have them in the  constructor or not? The way it is writen now, will only allow you to create one type of circle. If you wanÃ©ÂºÂt to create different circles, you should overload the constructor with one with arguments). Those are arguments to constructors. ","Fields HEIGHT and WIDTH are inhereted from ImageObserver BIGBLOCK If width and height represent state of the frame, then you could refactorize them to fields, and write getters for them. Then, you could create a Constructor that receives both values as parameters BIGBLOCK If widht and height are going to be constant (after created) then you should use the final modifier. Also, the variables i use in  DrawCircle, should I have them in the  constructor or not? The way it is writen now, will only allow you to create one type of circle. If you wanÃ©ÂºÂt to create different circles, you should overload the constructor with one with arguments). BIGBLOCK In DrawCircle I need to access the  width and height of DrawFrame. Now when the DrawCircle constructor executes, it will receive the values you used in DrawFrame  as _width and _height respectively. ","ThatÃ©ÂºÂs because you are not setting the width and height fields in JFrame, but you are setting them on local variables. Fields HEIGHT and WIDTH are inhereted from ImageObserver BIGBLOCK If width and height represent state of the frame, then you could refactorize them to fields, and write getters for them. Then, you could create a Constructor that receives both values as parameters BIGBLOCK If widht and height are going to be constant (after created) then you should use the final modifier. This way, once they are assigned a value, they canÃ©ÂºÂt be modified. Also, the variables i use in  DrawCircle, should I have them in the  constructor or not? The way it is writen now, will only allow you to create one type of circle. If you wanÃ©ÂºÂt to create different circles, you should overload the constructor with one with arguments). BIGBLOCK EDIT: "
2175688,"If you misuse a user's email address or other personal information, bad things can happen. Method A: Use AccountManager (API level 5+) You can use AccountManager.getAccounts or AccountManager.getAccountsByType to get a list of all account names on the device. Example snippet below. BIGBLOCK Note that this requires the GET_ACCOUNTS permission: BIGBLOCK Method B: Use ContactsContract.Profile (API level 14+) Below is a full example that uses a CursorLoader to retrieve profile data rows containing email addresses. BIGBLOCK This requires both the READ_PROFILE and READ_CONTACTS permissions: BIGBLOCK ","As a friendly warning, be careful and up-front to the user when dealing with account, profile, and contact data. If you misuse a user's email address or other personal information, bad things can happen. Method A: Use AccountManager (API level 5+) You can use AccountManager.getAccounts or AccountManager.getAccountsByType to get a list of all account names on the device. Example snippet below. BIGBLOCK Note that this requires the GET_ACCOUNTS permission: BIGBLOCK More on using AccountManager can be found at the Contact Manager sample code in the SDK. Method B: Use ContactsContract.Profile (API level 14+) Below is a full example that uses a CursorLoader to retrieve profile data rows containing email addresses. BIGBLOCK This requires both the READ_PROFILE and READ_CONTACTS permissions: BIGBLOCK ","As a friendly warning, be careful and up-front to the user when dealing with account, profile, and contact data. If you misuse a user's email address or other personal information, bad things can happen. Method A: Use AccountManager (API level 5+) Fortunately, for certain account types (including com.google), the account names are email addresses. Example snippet below. BIGBLOCK Note that this requires the GET_ACCOUNTS permission: BIGBLOCK More on using AccountManager can be found at the Contact Manager sample code in the SDK. Method B: Use ContactsContract.Profile (API level 14+) As of Android 4.0 (Ice Cream Sandwich), you can get the user's email addresses by accessing their profile. Below is a full example that uses a CursorLoader to retrieve profile data rows containing email addresses. BIGBLOCK This requires both the READ_PROFILE and READ_CONTACTS permissions: BIGBLOCK "
3090500,"Instead of trying to do an end run around the browser's validation, you could put the http:// in as placeholder text. Placeholder text is displayed inside the input field as long as the field is empty and not focused. As soon as you click on (or tab to) the input field, the placeholder text disappears. BIGBLOCK HereÃ©ÂÂ¥Ã¦ÂªÂ how you can include placeholder text in your own web forms: BIGBLOCK Browsers that donÃ©ÂÂ¥Ã¦ÂªÂ support the placeholder attribute will simply ignore it. ","Instead of trying to do an end run around the browser's validation, you could put the http:// in as placeholder text. Placeholder text is displayed inside the input field as long as the field is empty and not focused. As soon as you click on (or tab to) the input field, the placeholder text disappears. CÃ©ÂÂ¥Ã¦ÂªÂst la vie. HereÃ©ÂÂ¥Ã¦ÂªÂ how you can include placeholder text in your own web forms: BIGBLOCK Browsers that donÃ©ÂÂ¥Ã¦ÂªÂ support the placeholder attribute will simply ignore it. See whether your browser supports placeholder text. It wouldn't be exactly the same since it wouldn't provide that ""starting point"" for the user, but it's halfway there at least. ","Instead of trying to do an end run around the browser's validation, you could put the http:// in as placeholder text. Placeholder Text The first improvement HTML5 brings to web forms is the ability to set placeholder text in an input field. Placeholder text is displayed inside the input field as long as the field is empty and not focused. As soon as you click on (or tab to) the input field, the placeholder text disappears. When you click on (or tab to) the location bar, the placeholder text disappears: CÃ©ÂÂ¥Ã¦ÂªÂst la vie. HereÃ©ÂÂ¥Ã¦ÂªÂ how you can include placeholder text in your own web forms: BIGBLOCK Browsers that donÃ©ÂÂ¥Ã¦ÂªÂ support the placeholder attribute will simply ignore it. "
1152873,"Start the project with Ctrl+F5 instead of just F5. . message after the program exits. Open up your project, and go to the Solution Explorer. Right click on the 'hello"" (or whatever your project name is.) Choose ""Properties"" from the context menu. Choose Configuration Properties>Linker>System. For the ""Subsystem"" property in the right-hand pane, click the drop-down box in the right hand column. Choose ""Console (/SUBSYSTEM:CONSOLE)"" Click Apply, wait for it to finish doing whatever it does, then click OK. (If ""Apply"" is grayed out, choose some other subsystem option, click Apply, then go back and apply the console option. CTRL-F5 and the subsystem hints work together; they are not separate options. ","Start the project with Ctrl+F5 instead of just F5. The console window will now stay open with the Press any key to continue . . message after the program exits. Open up your project, and go to the Solution Explorer. Right click on the 'hello"" (or whatever your project name is.) Choose ""Properties"" from the context menu. Choose Configuration Properties>Linker>System. For the ""Subsystem"" property in the right-hand pane, click the drop-down box in the right hand column. Choose ""Console (/SUBSYSTEM:CONSOLE)"" Click Apply, wait for it to finish doing whatever it does, then click OK. (If ""Apply"" is grayed out, choose some other subsystem option, click Apply, then go back and apply the console option. CTRL-F5 and the subsystem hints work together; they are not separate options. (Courtesy of DJMorreTX from http://social.msdn.microsoft.com/Forums/en-US/vcprerelease/thread/21073093-516c-49d2-81c7-d960f6dc2ac6) ","Start the project with Ctrl+F5 instead of just F5. The console window will now stay open with the Press any key to continue . . . message after the program exits. Note that this requires the Console (/SUBSYSTEM:CONSOLE) linker option, which you can enable as follows: Open up your project, and go to the Solution Explorer. Right click on the 'hello"" (or whatever your project name is.) Choose ""Properties"" from the context menu. Choose Configuration Properties>Linker>System. For the ""Subsystem"" property in the right-hand pane, click the drop-down box in the right hand column. Choose ""Console (/SUBSYSTEM:CONSOLE)"" Click Apply, wait for it to finish doing whatever it does, then click OK. (If ""Apply"" is grayed out, choose some other subsystem option, click Apply, then go back and apply the console option. CTRL-F5 and the subsystem hints work together; they are not separate options. "
618381,"You might want to look at the uniq and sort applications. ./yourscript.ksh | sort | uniq Given the following input: classjarjarjarbinbinjava BIGBLOCK uniq will output all lines exactly once: classjarbinjava BIGBLOCK uniq -d will output all lines that appear more than once, and it will print them once: jarbin BIGBLOCK uniq -u will output all lines that appear exactly once, and it will print them once: classjava BIGBLOCK ","You might want to look at the uniq and sort applications. ./yourscript.ksh | sort | uniq BIGBLOCK Contrary to what has been posted by Aaron Digulla in relation to uniq's commandline options: Given the following input: classjarjarjarbinbinjava BIGBLOCK uniq will output all lines exactly once: classjarbinjava BIGBLOCK uniq -d will output all lines that appear more than once, and it will print them once: jarbin BIGBLOCK uniq -u will output all lines that appear exactly once, and it will print them once: classjava BIGBLOCK ","You might want to look at the uniq and sort applications. ./yourscript.ksh | sort | uniq (FYI, yes, the sort is necessary in this command line, uniq only strips duplicate lines that are immediately after each other) EDIT: Contrary to what has been posted by Aaron Digulla in relation to uniq's commandline options: Given the following input: classjarjarjarbinbinjava BIGBLOCK uniq will output all lines exactly once: classjarbinjava BIGBLOCK uniq -d will output all lines that appear more than once, and it will print them once: jarbin BIGBLOCK uniq -u will output all lines that appear exactly once, and it will print them once: classjava BIGBLOCK "
1595863,"Try ssh-add, you need ssh-agent to be running and holding your private key Once you log in, the idea is to run ssh-add once and only once, in order to give the agent your passphrase, to decode your key. On OSX (err, macOS), GNOME and KDE systems, ssh-agent is usually launched automatically for you. I will go through the details in case, like me, you also have a Cygwin or other windows environment where this most certainly is not done for you. There are various ways to automatically run the agent. As the man page explains, you can run it so that it is a parent of all your login session's other processes. Alternatively, you can run the agent as an ordinary child, save the environment settings in a file, and source that file in every shell when it starts. My Cygwin system needed it done manually, so I did this in my .profile and I have .bashrc source .profile: BIGBLOCK The .agent file is created automatically by the script; it contains the environment variables definitions and exports. You can also just run ssh-add and if it fails start an agent.1. ","Try ssh-add, you need ssh-agent to be running and holding your private key You put the public key on the server. Once you log in, the idea is to run ssh-add once and only once, in order to give the agent your passphrase, to decode your key. On OSX (err, macOS), GNOME and KDE systems, ssh-agent is usually launched automatically for you. I will go through the details in case, like me, you also have a Cygwin or other windows environment where this most certainly is not done for you. There are various ways to automatically run the agent. As the man page explains, you can run it so that it is a parent of all your login session's other processes. That way, the environment variables it provides will automatically be in all your shells. When you (later) invoke ssh-add or ssh both will have access to the agent because they all have the environment variables with magic socket pathnames or whatever. Alternatively, you can run the agent as an ordinary child, save the environment settings in a file, and source that file in every shell when it starts. My Cygwin system needed it done manually, so I did this in my .profile and I have .bashrc source .profile: BIGBLOCK You can also just run ssh-add and if it fails start an agent.1. ","Try ssh-add, you need ssh-agent to be running and holding your private key You put the public key on the server. Once you log in, the idea is to run ssh-add once and only once, in order to give the agent your passphrase, to decode your key. All ssh-family commands1 will then consult the agent and automatically be able to use your private key. On OSX (err, macOS), GNOME and KDE systems, ssh-agent is usually launched automatically for you. I will go through the details in case, like me, you also have a Cygwin or other windows environment where this most certainly is not done for you. Start here: man ssh-agent. There are various ways to automatically run the agent. As the man page explains, you can run it so that it is a parent of all your login session's other processes. When you (later) invoke ssh-add or ssh both will have access to the agent because they all have the environment variables with magic socket pathnames or whatever. Alternatively, you can run the agent as an ordinary child, save the environment settings in a file, and source that file in every shell when it starts. My Cygwin system needed it done manually, so I did this in my .profile and I have .bashrc source .profile: BIGBLOCK You can also just run ssh-add and if it fails start an agent.1. "
1072178,"prune Deletes all stale tracking branches under &lt;name>. rm Remove the remote named &lt;name>. So it might be you hand-edited your config file and this did not occur, or you have privilege problems. I suspected the OP had done something that left their tree in an inconsistent state that caused it to behave a bit strangely, and git gc was required to fix up the left behind cruft. Usually  git branch -rd origin/badbranch is sufficient for nuking a local tracking branch , or git push origin :badbranch for nuking a remote branch, and usually you will never need to call git gc ","You might be needing a cleanup prune Deletes all stale tracking branches under &lt;name>. rm Remove the remote named &lt;name>. All remote tracking branches and configuration settings for the remote             are removed. So it might be you hand-edited your config file and this did not occur, or you have privilege problems. I suspected the OP had done something that left their tree in an inconsistent state that caused it to behave a bit strangely, and git gc was required to fix up the left behind cruft. Usually  git branch -rd origin/badbranch is sufficient for nuking a local tracking branch , or git push origin :badbranch for nuking a remote branch, and usually you will never need to call git gc ","prune Deletes all stale tracking branches under &lt;name>. These stale branches have already been removed from the remote repository referenced by &lt;name>, but are still locally available in ""remotes/&lt;name>"". With --dry-run option, report what branches will be pruned, but do no actually prune them. However, it appears these should have been cleaned up earlier with rm Remove the remote named &lt;name>. If you take a look in the revision logs,  you'll note I suggested more ""correct"" techniques, which for whatever reason didn't want to work on their repository. I suspected the OP had done something that left their tree in an inconsistent state that caused it to behave a bit strangely, and git gc was required to fix up the left behind cruft. Usually  git branch -rd origin/badbranch is sufficient for nuking a local tracking branch , or git push origin :badbranch for nuking a remote branch, and usually you will never need to call git gc "
1749237,"I don't know if this is a bug or not but 1.6 changes this implementation and uses the cached charset: JVM 1.5: JVM 1.6: When you set the file encoding to file.encoding=Latin-1 the next time you call Charset.defaultCharset(), what happens is, because the cached default charset isn't set, it will try to find the appropriate charset for the name Latin-1. This name isn't found, because it's incorrect, and returns the default UTF-8. As for why the IO classes such as OutputStreamWriter return an unexpected result, the implementation of sun.nio.cs.StreamEncoder (witch is used by these IO classes) is different as well for JVM 1.5 and JVM 1.6. The JVM 1.6 implementation is based in the Charset.defaultCharset() method to get the default encoding, if one is not provided to IO classes. JVM 1.6: JVM 1.5: But I agree with the comments. ","Ok. I don't know if this is a bug or not but 1.6 changes this implementation and uses the cached charset: JVM 1.5: JVM 1.6: When you set the file encoding to file.encoding=Latin-1 the next time you call Charset.defaultCharset(), what happens is, because the cached default charset isn't set, it will try to find the appropriate charset for the name Latin-1. This name isn't found, because it's incorrect, and returns the default UTF-8. As for why the IO classes such as OutputStreamWriter return an unexpected result, the implementation of sun.nio.cs.StreamEncoder (witch is used by these IO classes) is different as well for JVM 1.5 and JVM 1.6. The JVM 1.6 implementation is based in the Charset.defaultCharset() method to get the default encoding, if one is not provided to IO classes. The JVM 1.5 implementation uses a different method Converters.getDefaultEncodingName(); to get the default charset. This method uses it's own cache of the default charset that is set upon JVM initialization: JVM 1.6: JVM 1.5: ","Here are my results: (update) Ok. I don't know if this is a bug or not but 1.6 changes this implementation and uses the cached charset: JVM 1.5: JVM 1.6: When you set the file encoding to file.encoding=Latin-1 the next time you call Charset.defaultCharset(), what happens is, because the cached default charset isn't set, it will try to find the appropriate charset for the name Latin-1. This name isn't found, because it's incorrect, and returns the default UTF-8. As for why the IO classes such as OutputStreamWriter return an unexpected result, the implementation of sun.nio.cs.StreamEncoder (witch is used by these IO classes) is different as well for JVM 1.5 and JVM 1.6. The JVM 1.6 implementation is based in the Charset.defaultCharset() method to get the default encoding, if one is not provided to IO classes. JVM 1.6: JVM 1.5: It's an implementation detail. "
